"election","type","tract","block","totreg_r","dem","rep","aip","paf","msc","lib","nlp","grn","ref","dcl","male","female","hispdem","hisprep","hispdcl","hispoth","jewdem","jewrep","jewdcl","jewoth","kordem","korrep","kordcl","koroth","jpndem","jpnrep","jpndcl","jpnoth","chidem","chirep","chidcl","chioth","inddem","indrep","inddcl","indoth","vietdem","vietrep","vietdcl","vietoth","fildem","filrep","fildcl","filoth","demmunk","demm1824","demm2534","demm3544","demm4554","demm5564","demm65pl","demfunk","demf1824","demf2534","demf3544","demf4554","demf5564","demf65pl","repmunk","repm1824","repm2534","repm3544","repm4554","repm5564","repm65pl","repfunk","repf1824","repf2534","repf3544","repf4554","repf5564","repf65pl","dclmunk","dclm1824","dclm2534","dclm3544","dclm4554","dclm5564","dclm65pl","dclfunk","dclf1824","dclf2534","dclf3544","dclf4554","dclf5564","dclf65pl","othmunk","othm1824","othm2534","othm3544","othm4554","othm5564","othm65pl","othfunk","othf1824","othf2534","othf3544","othf4554","othf5564","othf65pl","dreg1g","dreg2g","dreg3g","dreg4g","dreg5g","dreg6g","dreg7g","dreg8g","dreg9g","rreg1g","rreg2g","rreg3g","rreg4g","rreg5g","rreg6g","rreg7g","rreg8g","rreg9g","ireg1g","ireg2g","ireg3g","ireg4g","ireg5g","ireg6g","ireg7g","ireg8g","ireg9g","oreg1g","oreg2g","oreg3g","oreg4g","oreg5g","oreg6g","oreg7g","oreg8g","oreg9g"
"g22","voters","000100","1000","166","56","72","13","0","1","1","0","0","0","23","82","84","28","7","3","3","3","2","3","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","2","3","3","1","5","8","0","2","5","4","3","9","11","0","3","1","6","6","9","12","0","2","4","6","2","9","12","0","0","3","4","0","3","4","0","0","2","3","3","1","0","0","2","1","3","1","1","1","0","0","0","1","2","2","1","8","21","9","6","0","0","0","1","11","24","23","5","4","2","4","0","1","9","7","6","6","1","1","0","0","0","2","9","3","1","0","1","0","1","0","0"
"g22","voters","000100","1001","49","9","29","3","0","2","0","0","0","0","6","26","23","1","4","2","0","0","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","2","0","1","0","1","0","0","4","0","0","0","3","4","1","8","0","0","1","1","4","2","5","0","0","0","0","1","0","2","0","0","0","1","1","0","1","0","0","0","0","0","1","3","0","0","0","0","1","0","0","2","2","2","1","0","1","0","0","1","16","6","1","1","0","2","0","0","3","1","1","1","0","1","0","0","2","0","2","0","0","1","0","0","2","0","0"
"g22","voters","000100","1002","29","5","17","1","0","0","1","0","0","0","5","12","17","2","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","1","2","0","0","2","0","1","0","5","0","1","1","0","2","5","0","0","0","0","0","1","0","1","0","0","0","0","1","1","1","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","4","6","5","2","1","0","0","0","1","2","1","3","1","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0"
"g22","voters","000100","1003","12","6","5","1","0","0","0","0","0","0","0","6","6","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","1","2","0","0","0","0","1","1","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","2","0","0","0","0","0","2","1","0","2","0","0","0","0","0","1","2","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"g22","voters","000100","1004","65","16","32","5","0","0","1","0","0","0","11","32","33","9","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","2","2","0","1","4","0","1","1","2","0","2","2","0","6","4","6","0","2","1","0","2","4","3","0","2","1","0","1","0","0","0","3","0","0","3","0","1","0","1","0","0","0","0","0","0","2","0","0","0","2","1","3","9","1","1","0","0","1","0","1","10","10","2","2","0","0","1","0","7","2","4","2","3","0","0","0","0","0","4","1","0","0","0","0","0","0","1"
"g22","voters","000100","1006","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"g22","voters","000100","1007","29","7","14","2","0","0","1","0","0","0","5","13","16","2","3","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1","0","1","3","0","1","3","1","3","0","0","0","0","1","1","1","1","2","0","0","0","0","0","1","2","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","3","1","0","0","0","0","0","0","3","10","3","0","0","0","0","0","0","1","3","0","1","0","0","0","0","0","1","3","0","0","0","0","0","0","0","0"
"g22","voters","000100","1008","10","0","10","0","0","0","0","0","0","0","0","3","7","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","2","0","2","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","3","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"g22","voters","000100","1011","3","1","2","0","0","0","0","0","0","0","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"g22","voters","000100","1015","61","23","31","0","0","0","1","0","0","0","6","29","32","3","4","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","1","1","1","3","3","0","1","3","2","1","4","3","0","2","0","5","1","3","6","0","0","1","2","0","2","9","0","0","0","1","0","2","0","0","0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","7","8","1","2","0","1","1","1","2","13","9","2","1","0","0","0","1","5","1","2","2","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0"
