COUNTY20,BLOCK20,CIT_22,NH_CIT_22,NH_Ind_CIT_22,NH_Asn_CIT_22,NH_Blk_CIT_22,NH_Hwn_CIT_22,NH_Wht_CIT_22,NH_IndWht_CIT_22,NH_AsnWht_CIT_22,NH_BlkWht_CIT_22,NH_IndBlk_CIT_22,NH_OthMR_CIT_22,Hsp_CIT_22,CVAP_22,NH_CVAP_22,NH_Ind_CVAP_22,NH_Asn_CVAP_22,NH_Blk_CVAP_22,NH_Hwn_CVAP_22,NH_Wht_CVAP_22,NH_IndWht_CVAP_22,NH_AsnWht_CVAP_22,NH_BlkWht_CVAP_22,NH_IndBlk_CVAP_22,NH_OthMR_CVAP_22,Hsp_CVAP_22,DOJ_NH_Ind_CIT_22,DOJ_NH_Blk_CIT_22,DOJ_NH_Asn_CIT_22,DOJ_NH_Ind_CVAP_22,DOJ_NH_Blk_CVAP_22,DOJ_NH_Asn_CVAP_22
069,060690001001000,351,254,0,8,0,0,242,0,10,0,0,0,102,275,206,0,5,0,0,197,0,10,0,0,0,73,0,0,18,0,0,15
069,060690001001001,106,94,0,8,0,0,89,0,0,0,0,0,17,83,77,0,5,0,0,72,0,0,0,0,0,12,0,0,8,0,0,5
069,060690001001002,47,32,0,0,0,0,32,0,0,0,0,0,15,36,26,0,0,0,0,26,0,0,0,0,0,10,0,0,0,0,0,0
069,060690001001003,30,19,0,0,0,0,17,0,6,0,0,0,10,23,16,0,0,0,0,14,0,6,0,0,0,8,0,0,6,0,0,6
069,060690001001004,150,84,0,8,0,0,68,0,6,0,0,0,63,117,68,0,5,0,0,55,0,6,0,0,0,45,0,0,14,0,0,11
069,060690001001005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
069,060690001001006,13,6,0,11,0,0,0,0,0,0,0,0,6,10,5,0,8,0,0,0,0,0,0,0,0,5,0,0,11,0,0,8
069,060690001001007,40,31,0,0,0,0,26,0,0,0,0,0,10,31,26,0,0,0,0,21,0,0,0,0,0,7,0,0,0,0,0,0
069,060690001001008,27,14,0,7,0,0,8,0,0,0,0,0,12,21,12,0,5,0,0,7,0,0,0,0,0,9,0,0,7,0,0,5
069,060690001001009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
069,060690001001010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
069,060690001001011,11,10,0,0,0,0,6,0,0,0,0,0,2,9,8,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0
069,060690001001012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
069,060690001001013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
069,060690001001014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
069,060690001001015,76,57,0,0,0,0,51,0,3,0,0,0,21,60,46,0,0,0,0,41,0,3,0,0,0,15,0,0,3,0,0,3
069,060690001001016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
069,060690001001017,100,69,0,7,0,0,66,0,0,0,0,0,31,78,56,0,5,0,0,53,0,0,0,0,0,23,0,0,7,0,0,5
069,060690001001018,65,51,0,7,0,0,38,0,0,0,0,0,16,51,41,0,5,0,0,31,0,0,0,0,0,12,0,0,7,0,0,5
069,060690001001019,51,37,0,0,0,0,29,0,10,0,0,0,15,40,31,0,0,0,0,24,0,10,0,0,0,10,0,0,10,0,0,10
069,060690001001020,8,4,0,2,0,0,3,0,0,0,0,0,4,7,3,0,2,0,0,2,0,0,0,0,0,3,0,0,2,0,0,2
069,060690001001021,17,12,0,0,0,0,12,0,0,0,0,0,5,13,10,0,0,0,0,10,0,0,0,0,0,3,0,0,0,0,0,0
069,060690001001022,22,20,0,7,0,0,12,0,9,0,0,0,3,18,17,0,5,0,0,10,0,9,0,0,0,2,0,0,16,0,0,14
069,060690001001023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
069,060690001001024,292,147,0,0,0,0,130,0,6,0,0,0,135,229,119,0,0,0,0,106,0,6,0,0,0,99,0,0,6,0,0,6
069,060690001001025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
069,060690001001026,24,4,0,0,0,0,1,0,0,0,0,0,18,19,3,0,0,0,0,1,0,0,0,0,0,13,0,0,0,0,0,0
069,060690001001027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
069,060690001002000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
069,060690001002001,94,16,0,0,0,0,10,0,0,0,0,0,81,63,16,0,0,0,0,10,0,0,0,0,0,45,0,0,0,0,0,0
069,060690001002002,171,43,0,0,0,0,49,0,0,0,0,0,128,114,41,0,0,0,0,47,0,0,0,0,0,72,0,0,0,0,0,0
069,060690001002003,12,3,0,0,0,0,2,0,0,0,0,0,10,8,2,0,0,0,0,2,0,0,0,0,0,6,0,0,0,0,0,0
069,060690001002004,5,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
069,060690001002005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
069,060690001002006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
069,060690001002007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
069,060690001002008,20,3,0,0,0,0,4,0,0,0,0,0,18,14,3,0,0,0,0,4,0,0,0,0,0,10,0,0,0,0,0,0
069,060690001002009,13,2,0,0,0,0,2,0,0,0,0,0,12,9,2,0,0,0,0,2,0,0,0,0,0,7,0,0,0,0,0,0
069,060690001002010,3,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
069,060690001002011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
069,060690001002012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
069,060690001002013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
069,060690001002014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
069,060690001002015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
069,060690001002016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
069,060690001002017,132,28,0,0,0,0,21,0,0,0,0,0,107,88,27,0,0,0,0,20,0,0,0,0,0,59,0,0,0,0,0,0
069,060690001002018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
069,060690001002019,65,5,0,0,0,0,0,0,0,0,0,0,66,44,4,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0
069,060690001002020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
069,060690001002021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
069,060690001002022,28,9,0,0,0,0,5,0,0,0,0,0,18,19,9,0,0,0,0,5,0,0,0,0,0,10,0,0,0,0,0,0
069,060690001002023,11,1,0,0,0,0,0,0,0,0,0,0,10,7,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
069,060690001002024,6,2,0,0,0,0,2,0,0,0,0,0,4,4,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0
069,060690001002025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
