,Total voting-age population,Census tract,Voters in 2022,Voting-age residents who voted in 2022 (%),American Indian or Alaska Native (%),Asian (%),Black (%),Native Hawaiian or other Pacific Islander (%),White (%),Hispanic or Latino (%),Mixed race (%),Place,Below poverty level (%)
1921,3107,06085503001,2132,68.6,0.0,11.3,2.3,0.1,70.2,13.5,2.6,"San Jose, Dry Creek, Santa Clara County",3.8
1922,1955,06085503208,748,38.3,0.0,39.4,1.2,0.0,5.3,50.5,3.4,"San Jose, Santa Clara County",9.9
1923,1910,06095251200,635,33.2,0.0,9.2,21.8,0.0,28.1,35.1,5.8,"Vallejo, Solano County",14.9
1924,4945,06085500100,1590,32.2,0.6,22.6,7.8,0.0,22.0,41.5,5.4,"San Jose, Luna Park, Santa Clara County",8.9
1925,3769,06085500200,1393,37.0,1.1,12.8,11.2,0.3,32.4,33.4,8.8,"San Jose, Japantown, Santa Clara County",9.4
1926,2822,06085500300,1156,41.0,0.0,16.1,4.1,0.7,51.9,23.4,3.7,"San Jose, Japantown, Santa Clara County",13.9
1927,1046,06095252502,243,23.2,0.4,6.2,27.4,0.0,38.6,19.6,7.2,"Fairfield, Solano County",7.5
1928,2854,06095250200,994,34.8,0.1,22.6,19.0,1.9,31.6,23.0,1.7,"Vallejo, Solano County",8.3
1929,1647,06085500400,857,52.0,0.0,8.8,8.6,0.1,42.8,30.0,9.7,"San Jose, Rose Garden, Santa Clara County",4.8
1930,3480,06085500600,2008,57.7,0.0,11.5,4.8,0.0,48.3,28.2,7.2,"San Jose, Rose Garden, Santa Clara County",14.3
1931,3223,06085500901,868,26.9,0.0,35.1,7.8,0.0,31.4,24.3,1.6,"San Jose, Santa Clara County",35.4
1932,3745,06085500902,205,5.5,0.1,32.0,8.2,3.1,20.2,31.5,5.1,"San Jose, Santa Clara County",47.8
1933,3317,06085501000,1088,32.8,0.0,18.1,8.8,0.0,29.0,41.2,3.3,"San Jose, Horace Mann, Santa Clara County",14.6
1934,2775,06085503210,913,32.9,0.5,46.6,5.2,1.3,7.0,38.6,0.5,"San Jose, Santa Clara County",2.7
1935,3161,06085503211,1209,38.2,0.0,48.3,6.4,1.1,12.8,31.2,0.2,"San Jose, Santa Clara County",8.5
1936,2782,06085503002,1465,52.7,0.0,11.3,3.6,0.9,59.6,22.2,2.2,"San Jose, Santa Clara County",2.9
1937,3585,06085503003,2138,59.6,0.0,15.9,0.5,0.0,61.0,20.1,2.6,"Robertsville, San Jose, Santa Clara County",3.9
1938,3364,06085511800,2025,60.2,0.0,5.1,0.1,0.0,87.9,4.9,2.1,Santa Clara County,3.6
1939,3252,06085512305,1914,58.9,0.0,22.8,0.8,0.1,51.2,21.3,3.8,"Morgan Hill, Santa Clara County",1.2
1940,4395,06085511914,2622,59.7,0.0,18.7,3.2,0.0,62.2,6.0,10.1,"San Jose, Almaden Valley, Santa Clara County",2.7
1941,2035,06085507302,1258,61.8,0.0,24.8,0.2,0.0,65.2,2.0,8.0,Santa Clara County,3.7
1942,3850,06085504307,1621,42.1,0.0,64.4,0.7,0.0,13.2,18.6,3.3,"San Jose, Berryessa, Santa Clara County",6.6
1943,2679,06085503504,969,36.2,0.0,39.8,1.7,0.0,1.2,57.3,0.2,"San Jose, Santa Clara County",10.2
1944,4348,06085504318,1115,25.6,0.0,61.1,0.7,0.9,12.2,24.0,1.0,"San Jose, Santa Clara County",7.9
1945,4139,06085507500,2774,67.0,0.0,59.6,0.4,0.0,36.5,2.7,1.2,"Saratoga, Santa Clara County",2.5
1946,3696,06085512200,2434,65.9,0.0,10.1,2.9,0.0,60.9,22.4,3.9,"Redwood Retreat, Santa Clara County",3.2
1947,1936,06085507203,1071,55.3,0.0,17.6,0.2,0.0,71.6,9.0,1.8,"Los Gatos, Vasona Junction, Santa Clara County",2.2
1948,4955,06085503802,2046,41.3,0.0,40.6,2.7,3.1,14.1,38.8,0.6,"San Jose, Santa Clara County",4.6
1949,2070,06085512602,839,40.5,0.0,10.0,0.5,0.0,47.3,38.6,4.1,Santa Clara County,9.3
1950,4142,06085512402,1843,44.5,0.0,9.0,0.2,0.4,50.2,37.2,3.1,Santa Clara County,5.0
1951,4113,06085506604,2736,66.5,0.1,31.5,0.6,0.0,52.9,12.4,2.3,"San Jose, Santa Clara County",1.0
1952,5925,06085512308,3856,65.1,0.0,14.1,1.1,1.6,60.3,19.3,3.5,Santa Clara County,0.8
1953,3239,06085501200,916,28.3,0.0,11.9,2.4,0.0,40.5,43.2,2.0,"San Jose, Luna Park, Santa Clara County",13.3
1954,3228,06085501300,1146,35.5,1.2,20.3,5.6,0.8,43.1,24.5,5.0,"San Jose, Luna Park, Santa Clara County",20.8
1955,1727,06085501401,397,23.0,0.9,18.2,9.6,1.7,15.6,51.0,2.9,"San Jose, Little Portugal, Santa Clara County",13.8
1956,3109,06085501800,1724,55.5,1.8,7.8,1.7,0.0,47.2,40.8,0.6,"San Jose, Santa Clara County",2.1
1957,1507,06085503105,523,34.7,0.0,66.8,0.1,0.0,6.8,26.1,0.7,"San Jose, Santa Clara County",16.0
1958,4048,06085507401,2652,65.5,0.0,60.5,0.1,0.0,36.2,1.4,1.9,"Saratoga, Santa Clara County",2.5
1959,2036,06085507100,1077,52.9,0.0,3.4,0.0,0.0,85.3,8.5,2.6,"Creekside Village, Los Gatos, Santa Clara County",3.9
1960,2400,06085507805,1354,56.4,0.0,46.5,0.9,0.0,41.1,9.0,2.5,"Sunnyvale, Santa Clara County",11.5
1961,4015,06085507702,2780,69.2,0.0,66.8,0.0,3.5,25.8,1.0,3.0,"Cupertino, Santa Clara County",4.4
1962,2953,06085505303,1324,44.8,0.0,40.3,1.3,0.0,31.9,26.2,0.0,"Santa Clara, Santa Clara County",6.8
1963,2915,06085503707,889,30.5,0.0,46.9,3.5,0.0,3.2,44.0,2.3,"San Jose, Little Portugal, Santa Clara County",6.3
1964,3272,06085502001,1284,39.2,0.0,13.8,2.1,1.5,49.3,31.2,2.4,"San Jose, Buena Vista, Santa Clara County",6.5
1965,2476,06085502002,820,33.1,0.0,10.9,5.1,0.0,41.0,39.7,3.5,"San Jose, Buena Vista, Santa Clara County",8.2
1966,1839,06085501501,540,29.4,0.0,26.4,6.4,0.0,13.6,53.8,0.1,"San Jose, Little Portugal, Santa Clara County",6.4
1967,2394,06085501502,664,27.7,2.1,12.6,0.4,0.0,26.4,54.8,3.7,"San Jose, Little Portugal, Santa Clara County",12.0
1968,3724,06085502101,1699,45.6,0.0,21.9,1.6,1.1,53.8,18.1,3.6,"San Jose, Santa Clara County",8.2
1969,2272,06085502202,1208,53.2,0.0,17.4,5.9,0.7,61.9,11.4,2.4,"San Jose, Dry Creek, Santa Clara County",9.5
1970,3677,06085502701,1711,46.5,0.0,23.7,3.9,0.5,52.9,17.0,2.1,"San Jose, Santa Clara County",6.3
1971,3090,06085502800,1593,51.6,0.0,19.7,0.5,0.5,54.6,19.8,4.7,"Cambrian Park, San Jose, Santa Clara County",11.1
1972,3608,06085502903,2525,70.0,0.3,12.7,0.1,0.0,67.0,16.7,3.2,"San Jose, Dry Creek, Santa Clara County",2.0
1973,3041,06085502906,1441,47.4,0.0,12.7,3.6,2.7,59.6,16.5,4.8,"San Jose, Santa Clara County",7.1
1974,1621,06085503110,377,23.3,2.2,38.7,6.6,0.9,6.5,46.0,0.0,"San Jose, Santa Clara County",13.3
1975,5159,06085502400,3474,67.3,0.0,8.0,1.6,0.0,72.0,13.9,4.8,"San Jose, Willow Glen, Santa Clara County",5.4
1976,3324,06085510200,2231,67.1,0.0,25.7,4.1,0.0,66.4,3.2,0.5,"Los Altos, Santa Clara County",0.8
1977,4024,06085512309,2342,58.2,0.0,14.5,0.5,0.0,66.4,15.4,3.2,"Morgan Hill, Santa Clara County",3.1
1978,865,06085504601,218,25.2,0.0,24.9,1.7,0.0,33.5,37.6,2.2,Santa Clara County,5.4
1979,4270,06085510001,3108,72.8,0.0,26.8,0.9,0.0,69.7,2.2,0.0,"Loyola Corners, Los Altos, Santa Clara County",2.9
1980,4011,06085500500,2538,63.3,0.0,13.3,2.3,0.0,65.8,16.3,2.0,"San Jose, Rose Garden, Santa Clara County",8.5
1981,1048,06085512100,518,49.4,0.0,17.7,1.0,0.0,41.0,36.5,3.9,"San Jose, Santa Clara County",9.7
1982,2766,06085507402,1852,67.0,0.0,41.2,0.0,0.0,52.8,4.6,1.4,"Saratoga, Santa Clara County",3.3
1983,2847,06085502907,1639,57.6,0.0,15.5,2.3,0.0,62.9,11.3,8.1,"San Jose, Santa Clara County",7.8
1984,2104,06085503336,751,35.7,0.2,67.0,2.3,0.0,7.6,20.9,2.5,"San Jose, Evergreen, Santa Clara County",9.3
1985,3540,06001406100,994,28.1,1.1,20.2,11.3,0.1,25.1,39.0,3.4,"Oakland, East Oakland, Alameda County",17.0
1986,3086,06047000504,712,23.1,0.0,5.5,6.3,0.0,33.6,53.6,0.8,"Winton, Merced County",15.1
1987,2686,06047000602,821,30.6,0.0,2.6,7.3,0.6,35.2,52.2,2.3,"Atwater, Merced County",14.9
1988,3431,06047000603,1385,40.4,0.3,2.3,8.1,1.4,37.4,47.2,3.2,"Atwater, Merced County",16.7
1989,2185,06047000701,449,20.5,0.7,1.8,16.1,0.0,34.7,46.0,0.8,"Atwater, Merced County",25.4
1990,3577,06047000702,2181,61.0,0.9,11.5,2.1,0.0,57.0,27.5,1.3,"Atwater, Merced County",11.5
1991,3669,06047000801,1371,37.4,0.7,5.2,6.7,0.5,48.5,37.2,1.1,"Castle Gardens, Atwater, Merced County",13.2
1992,3451,06085509902,2251,65.2,0.9,35.4,2.6,0.0,54.9,5.1,1.2,"Mountain View, Santa Clara County",6.0
1993,3333,06069000100,1884,56.5,0.0,1.6,0.1,0.0,50.9,44.9,2.0,"Hollister, San Benito County",4.2
1994,5057,06069000200,2490,49.2,0.9,2.3,0.6,0.0,61.0,32.8,2.3,San Benito County,4.5
1995,3226,06069000300,1269,39.3,0.5,5.4,2.8,0.0,18.2,73.2,0.0,San Benito County,7.6
1996,4054,06069000400,1519,37.5,0.0,0.2,1.2,0.1,19.7,76.6,2.1,"Hollister, San Benito County",10.7
1997,2671,06075026201,889,33.3,0.0,67.2,2.1,0.0,5.1,24.8,0.8,San Francisco,12.3
1998,2518,06075026202,837,33.2,0.0,60.0,0.9,0.0,11.1,28.0,0.0,San Francisco,3.5
1999,2664,06075012405,888,33.3,0.0,14.5,20.2,0.0,40.2,10.5,14.6,San Francisco,11.3
2000,2786,06075020101,1071,38.4,0.5,16.5,14.8,0.0,46.9,15.5,5.7,"San Francisco, Mission District",14.6
2001,3547,06075017603,1075,30.3,0.0,49.3,7.5,0.0,31.0,7.6,4.2,"San Francisco, South of Market",17.0
2002,1492,06075017803,535,35.9,0.0,29.2,4.5,2.3,48.9,8.7,6.4,"San Francisco, South of Market",21.1
2003,2501,06075012503,610,24.4,0.0,31.6,17.7,0.0,27.8,19.3,3.8,"San Francisco, South of Market",25.9
2004,2669,06075017804,1295,48.5,1.5,42.0,1.6,0.0,40.4,12.4,2.4,"San Francisco, South of Market",20.4
2005,3004,06099002504,903,30.1,1.0,1.2,2.1,0.0,28.0,67.4,0.1,"Ceres, Stanislaus County",8.4
2006,2324,06099002503,541,23.3,0.0,0.9,0.3,0.0,37.8,58.6,2.4,"Ceres, Stanislaus County",17.1
2007,3424,06099002006,943,27.5,0.0,7.3,15.1,6.6,30.7,39.1,1.3,"Modesto, Stanislaus County",5.6
2008,2247,06099002005,661,29.4,0.0,4.5,10.1,3.1,41.9,39.6,0.7,"Modesto, Stanislaus County",10.3
2009,2117,06099003805,723,34.2,0.0,4.3,2.4,0.0,43.9,46.4,2.8,"Turlock, Stanislaus County",14.8
2010,2560,06099004000,1304,50.9,0.0,0.6,3.3,0.0,69.3,24.4,2.1,Stanislaus County,3.8
2011,1047,06047000202,343,32.8,0.0,1.0,0.4,0.0,48.2,48.8,1.4,"Delhi, Merced County",15.6
2012,1910,06047000201,757,39.6,0.0,2.8,0.0,0.0,54.1,40.7,2.8,"Ballico, Merced County",14.6
2013,799,06047000401,367,45.9,0.0,3.1,0.1,0.0,59.4,37.3,0.0,Merced County,14.7
2014,764,06047002401,374,49.0,0.0,0.0,4.7,0.0,42.7,51.3,2.0,"Dos Palos Y, Merced County",19.1
2015,1866,06047002100,756,40.5,3.8,8.3,0.0,0.0,39.8,42.3,6.1,Merced County,10.1
2016,1871,06085508403,1204,64.4,0.0,38.2,0.9,0.0,48.2,8.4,4.2,"Sunnyvale, Santa Clara County",4.2
2017,2450,06075017602,619,25.3,0.0,30.0,26.2,0.0,36.0,3.3,4.3,"San Francisco, South of Market",19.8
2018,1967,06075061503,841,42.8,0.0,36.3,1.3,0.0,41.5,20.1,1.3,"San Francisco, South of Market",6.9
2019,4512,06075060703,1533,34.0,0.0,37.0,0.6,1.7,46.4,14.3,0.0,"San Francisco, South of Market",6.8
2020,1689,06075061402,953,56.4,0.0,24.6,7.2,0.0,59.6,8.3,0.6,San Francisco,2.0
2021,1362,06075061502,731,53.7,0.0,9.9,3.5,0.0,69.8,8.4,8.4,"San Francisco, South of Market",14.2
2022,2034,06075017903,356,17.5,0.2,11.6,16.6,5.5,37.9,20.5,7.6,San Francisco,40.1
2023,2521,06075045201,1545,61.3,0.0,52.4,4.1,0.0,38.5,3.4,1.6,"San Francisco, Richmond District",2.9
2024,3221,06075035102,1660,51.5,0.1,60.2,1.4,0.9,30.0,4.5,2.9,"San Francisco, Sunset District",4.3
2025,772,06075980600,389,50.4,0.0,32.4,24.1,0.0,14.4,13.0,16.2,San Francisco,5.6
2026,2632,06081606800,1671,63.5,0.0,32.9,0.0,0.0,61.8,3.2,2.1,"Highlands-Baywood Park, Highlands, San Mateo County",1.7
2027,3347,06085506804,1649,49.3,0.0,18.8,1.3,0.0,69.3,7.2,3.3,"San Jose, Santa Clara County",3.0
2028,2580,06081606000,1220,47.3,0.0,24.0,6.4,2.4,48.9,13.8,4.3,"San Mateo, San Mateo County",6.4
2029,963,06081609100,648,67.3,0.4,14.5,1.2,0.0,70.6,9.4,4.4,"San Carlos, San Mateo County",1.9
2030,2733,06081610304,1729,63.3,0.0,35.7,0.4,1.3,50.5,7.1,4.7,"Redwood Shores, Redwood City, San Mateo County",4.0
2031,2765,06081606100,1133,41.0,0.0,18.8,0.1,3.6,35.0,39.0,3.3,"San Mateo, San Mateo County",8.4
2032,2512,06081606300,1486,59.2,0.4,20.7,1.8,0.0,56.0,14.3,6.7,"San Mateo, San Mateo County",10.1
2033,3358,06081606400,2009,59.8,0.0,25.2,4.5,0.0,57.1,12.5,0.9,"San Mateo, San Mateo County",7.7
2034,4125,06081603900,1863,45.2,0.0,28.7,4.8,0.7,48.6,16.2,0.6,"San Bruno, San Mateo County",5.7
2035,5103,06081613200,4051,79.4,0.2,4.8,0.1,0.0,87.2,5.2,2.4,"Portola Valley, San Mateo County",3.1
2036,2771,06095253203,1274,46.0,0.0,2.9,4.9,0.0,63.3,20.0,9.2,"Vacaville, Solano County",8.0
2037,5169,06095253402,2283,44.2,0.0,4.2,1.7,0.1,53.2,35.6,5.3,"Dixon, Solano County",5.9
2038,3747,06095252903,2144,57.2,0.0,2.7,2.9,0.0,71.6,19.0,4.0,Solano County,6.5
2039,3032,06081610202,1131,37.3,0.1,22.1,7.8,0.0,46.0,17.7,5.8,"Redwood City, San Mateo County",8.4
2040,4359,06081603400,2889,66.3,0.0,10.0,0.0,1.4,67.7,15.4,5.6,"Pacifica, San Mateo County",4.3
2041,2728,06081611800,694,25.4,0.5,7.6,21.7,17.0,5.4,45.9,2.0,"Ravenswood, East Palo Alto, San Mateo County",9.4
2042,2191,06081608100,1229,56.1,0.2,38.8,9.2,1.1,37.7,7.4,5.4,"Foster City, San Mateo County",1.0
2043,2043,06081613300,1580,77.3,0.0,13.0,1.2,0.0,78.9,4.0,2.9,"Woodside, Woodside Glens, San Mateo County",4.0
2044,2792,06081607300,1844,66.0,0.0,22.6,0.9,0.0,62.0,11.5,3.2,"Hillsdale, San Mateo, San Mateo County",5.9
2045,4569,06081613600,2867,62.7,0.4,3.8,0.4,0.0,79.9,14.1,1.7,"Montara, San Mateo County",4.7
2046,3688,06081600100,1977,53.6,0.0,36.7,0.2,0.0,42.1,19.2,1.5,"Brisbane, San Mateo County",4.9
2047,2493,06081603100,1722,69.1,0.2,17.7,1.0,1.4,57.4,20.1,2.6,"Pacifica, San Mateo County",5.0
2048,3839,06081605600,2617,68.2,0.0,35.0,0.6,0.1,59.3,2.7,2.3,"Hillsborough, San Mateo County",7.0
2049,1916,06081604600,1189,62.1,0.2,48.5,0.0,0.0,40.7,7.4,2.8,"Millbrae Meadows, Millbrae, San Mateo County",3.4
2050,2377,06081606500,1969,82.8,0.2,16.2,1.1,0.2,73.2,7.0,2.3,"San Mateo, San Mateo County",1.8
2051,2687,06081606600,1432,53.3,0.0,22.7,0.1,0.0,63.0,7.1,7.3,"Hayward Park, San Mateo, San Mateo County",3.5
2052,1735,06081606700,1234,71.1,0.0,25.4,1.7,0.0,59.9,10.7,2.6,"San Mateo, San Mateo County",4.2
2053,2093,06081606900,1170,55.9,0.0,27.5,4.1,0.0,61.2,4.8,2.3,"San Mateo Highlands, Highlands, San Mateo County",5.2
2054,3457,06081600600,971,28.1,0.0,55.7,0.8,0.0,7.4,31.7,4.2,"Daly City, San Mateo County",8.3
2055,5275,06081601100,1736,32.9,0.1,62.7,1.9,4.6,19.5,9.3,1.7,"Daly City, San Mateo County",2.2
2056,4882,06081601200,1727,35.4,0.0,47.1,2.6,0.0,29.0,20.2,1.1,"Broadmoor, San Mateo County",3.5
2057,4854,06081613502,3107,64.0,0.0,4.1,0.5,0.1,87.2,6.7,1.5,San Mateo County,4.2
2058,2771,06081612900,2158,77.9,0.1,14.8,0.2,0.0,73.9,8.0,2.6,"West Menlo Park, San Mateo County",3.3
2059,3712,06081605700,2519,67.9,0.0,30.9,0.3,0.0,61.8,4.0,3.2,"Hillsborough, San Mateo County",0.6
2060,2006,06055201402,1607,80.1,0.5,0.7,0.0,0.0,93.0,4.2,1.4,Napa County,5.1
2061,680,06055201403,382,56.2,0.0,0.6,0.0,0.0,76.5,4.4,17.6,Napa County,1.9
2062,1527,06055201101,1238,81.1,0.0,4.9,1.3,0.0,72.0,19.4,2.2,"Napa, Napa County",1.5
2063,1720,06055201005,884,51.4,1.2,28.8,2.8,0.0,31.0,29.3,7.0,"Squab, American Canyon, Napa County",16.7
2064,2229,06055201401,1722,77.3,0.0,0.7,1.6,0.0,80.4,13.5,4.3,"Napa Soda Springs, Napa County",7.7
2065,3681,06097151800,2508,68.1,0.0,3.0,1.1,0.0,82.3,10.7,2.8,"Santa Rosa, Sonoma County",6.6
2066,4180,06075015701,1125,26.9,0.0,27.8,3.3,0.0,46.3,14.7,7.9,San Francisco,15.0
2067,2207,06075015402,1211,54.9,0.0,15.4,0.0,0.0,73.0,10.9,0.7,San Francisco,0.0
2068,2578,06075015702,1428,55.4,0.0,10.3,2.8,0.0,72.9,10.1,3.7,"San Francisco, Western Addition",3.8
2069,1803,06075016602,1060,58.8,0.0,6.7,11.9,0.0,73.5,6.7,1.4,San Francisco,2.6
2070,2694,06075016601,1503,55.8,0.0,6.3,3.4,0.0,79.4,4.5,6.0,San Francisco,14.8
2071,540,06075012504,142,26.3,6.5,52.8,6.1,0.0,12.4,20.4,1.9,"San Francisco, South of Market",21.1
2072,2501,06075020102,692,27.7,2.8,26.8,9.6,0.0,33.4,24.7,3.0,"San Francisco, Mission District",20.0
2073,2211,06081607100,1464,66.2,0.0,23.1,1.2,0.0,65.2,7.7,2.4,"Laurel, San Mateo, San Mateo County",1.1
2074,2351,06081607200,979,41.6,0.2,23.0,1.6,1.1,50.3,21.7,2.6,"Hillsdale, San Mateo, San Mateo County",14.6
2075,3106,06081607400,1718,55.3,0.6,19.8,0.5,2.6,59.4,13.4,3.7,"San Mateo, San Mateo County",4.7
2076,3417,06081607500,1749,51.2,0.0,26.2,4.3,0.3,39.4,24.9,4.9,"San Mateo, San Mateo County",4.7
2077,1457,06013304002,362,24.8,0.0,3.4,0.3,0.0,58.4,37.4,0.7,"Byron, Contra Costa County",10.9
2078,2064,06075020802,704,34.1,0.0,15.7,1.8,0.0,49.7,31.1,1.5,"San Francisco, Mission District",7.4
2079,2410,06075020801,1105,45.9,0.6,18.7,2.6,0.0,36.1,34.7,7.3,"San Francisco, Mission District",10.3
2080,2388,06075061401,1235,51.7,0.0,19.3,5.5,0.0,55.5,15.1,4.0,San Francisco,9.5
2081,1612,06075020702,1166,72.3,0.0,17.1,1.4,0.0,60.2,19.9,1.6,"San Francisco, Mission District",16.5
2082,1575,06075060702,788,50.0,0.0,29.8,9.4,0.0,49.8,5.4,5.5,"San Francisco, South of Market",14.3
2083,2940,06081607701,996,33.9,0.0,35.2,0.5,6.7,32.1,21.9,3.6,"San Mateo, San Mateo County",5.4
2084,2207,06081607702,829,37.6,0.5,21.1,2.8,11.6,35.6,25.1,3.9,"San Mateo, San Mateo County",14.6
2085,2540,06081607800,1089,42.9,0.2,28.9,3.0,1.0,47.4,14.6,4.9,"San Mateo, San Mateo County",6.0
2086,2378,06081607900,1195,50.3,0.0,28.8,4.6,0.0,55.2,8.8,2.5,"San Mateo, San Mateo County",5.2
2087,2132,06081608002,1411,66.2,0.0,39.6,0.2,0.0,45.2,10.0,4.8,"Foster City, San Mateo County",1.4
2088,1648,06075012001,499,30.3,0.0,25.5,1.5,12.1,44.1,12.8,3.9,San Francisco,8.4
2089,1454,06075010101,647,44.5,3.4,30.6,10.5,0.1,43.7,10.0,2.1,San Francisco,13.9
2090,1471,06075010102,572,38.9,0.0,41.1,18.1,0.3,29.9,10.5,0.0,San Francisco,15.9
2091,4634,06075060701,1855,40.0,0.0,54.1,6.0,0.0,30.2,5.0,4.8,San Francisco,4.4
2092,3048,06075033001,1504,49.3,0.1,54.0,3.0,0.0,33.8,5.9,3.6,San Francisco,9.4
2093,3218,06075033002,1765,54.8,0.0,44.6,0.1,0.0,42.4,7.6,5.1,"San Francisco, Sunset District",6.9
2094,1685,06075031401,554,32.9,0.0,51.0,7.9,0.0,17.0,19.9,4.5,San Francisco,10.4
2095,2400,06075025501,1328,55.3,0.0,44.8,4.0,0.0,28.2,18.3,4.8,San Francisco,13.7
2096,1623,06075010202,854,52.6,0.0,18.5,2.2,1.2,67.8,3.9,6.5,San Francisco,5.6
2097,955,06075061504,563,59.0,0.0,45.5,0.4,9.4,37.7,4.7,2.1,"San Francisco, South of Market",0.9
2098,982,06075061507,387,39.4,0.0,64.7,0.2,0.0,35.6,0.0,0.0,"San Francisco, South of Market",3.2
2099,2937,06075025502,1430,48.7,0.0,40.2,3.5,0.0,34.6,17.3,4.6,San Francisco,11.9
2100,2017,06075016101,847,42.0,0.0,26.8,18.7,0.0,46.1,5.5,2.7,"San Francisco, Western Addition",30.5
2101,1883,06075016102,634,33.7,0.0,21.0,42.9,7.7,16.5,4.6,7.4,"San Francisco, Western Addition",37.4
2102,1842,06075012801,1186,64.4,0.0,7.1,0.1,0.8,83.9,4.3,3.8,San Francisco,2.2
2103,1667,06075010402,984,59.0,0.0,20.7,0.6,0.0,70.5,1.3,7.1,San Francisco,3.2
2104,925,06075061101,361,39.0,0.0,83.9,1.2,0.0,5.0,1.8,8.1,San Francisco,35.4
2105,2394,06075047904,1222,51.0,0.0,16.3,2.6,0.0,65.6,11.9,3.1,San Francisco,15.7
2106,1302,06075061102,313,24.0,7.7,84.1,5.5,0.0,0.0,0.0,2.7,San Francisco,30.9
2107,1491,06075061501,530,35.5,0.0,42.9,0.0,2.3,50.0,2.3,1.7,"San Francisco, South of Market",13.1
2108,1394,06075012403,304,21.8,0.0,50.6,2.5,0.0,33.9,11.3,1.8,"San Francisco, South of Market",19.0
2109,3069,06075047903,1556,50.7,0.0,41.9,2.0,0.0,49.5,5.1,1.6,San Francisco,16.1
2110,3410,06075035101,1431,42.0,0.0,31.1,3.8,0.0,44.5,14.4,6.0,"San Francisco, Sunset District",14.6
2111,3288,06075061506,1017,30.9,0.0,39.7,1.6,0.0,47.8,7.9,3.5,"San Francisco, South of Market",3.9
2112,806,06075061505,368,45.7,0.0,49.0,9.9,0.0,29.3,8.7,3.1,"San Francisco, South of Market",0.8
2113,2414,06075045202,1332,55.2,0.0,29.8,2.4,1.7,55.9,7.7,2.3,"San Francisco, Richmond District",10.0
2114,1083,06075012406,403,37.2,0.0,28.2,17.6,0.0,42.5,7.6,4.2,San Francisco,25.9
2115,2057,06075012404,379,18.4,0.0,21.4,12.0,0.0,38.3,25.8,2.5,"San Francisco, South of Market",30.7
2116,2212,06075017604,833,37.7,0.5,18.1,17.0,2.3,39.3,21.3,1.1,"San Francisco, South of Market",15.8
2117,2397,06075015401,1420,59.2,0.0,29.0,0.0,0.0,58.0,7.8,5.2,San Francisco,7.2
2118,1757,06075010901,884,50.3,0.0,22.2,0.7,0.0,60.6,13.9,2.8,San Francisco,4.8
2119,2022,06075012204,620,30.7,0.0,24.5,0.0,0.0,52.2,19.6,3.5,"San Francisco, South of Market",16.4
2120,1872,06075015202,1000,53.4,0.0,17.6,21.6,0.0,54.0,6.2,0.5,"San Francisco, Western Addition",7.7
2121,2124,06075010902,953,44.9,0.0,17.9,2.2,0.0,65.9,9.9,4.0,San Francisco,13.4
2122,1342,06075015201,666,49.6,0.0,19.4,4.9,0.0,67.1,4.1,5.2,"San Francisco, Western Addition",14.9
2123,2519,06075020701,1380,54.8,0.0,15.5,5.4,0.0,61.5,10.5,7.3,"San Francisco, Mission District",9.1
2124,2207,06075011001,927,42.0,0.0,46.2,1.2,0.0,48.9,3.2,0.5,San Francisco,13.7
2125,1517,06075011102,732,48.3,0.0,35.9,9.6,0.0,42.6,7.3,4.7,"San Francisco, South of Market",15.3
2126,1447,06075012002,471,32.6,0.0,24.9,11.1,0.0,28.7,32.5,2.3,San Francisco,21.8
2127,1746,06075010401,903,51.7,0.0,20.6,0.2,0.0,62.4,13.2,3.4,San Francisco,11.9
2128,2230,06075010701,601,27.0,0.0,92.4,0.1,0.0,3.2,2.5,1.8,San Francisco,28.0
2129,1050,06075010702,447,42.6,0.0,50.0,0.0,0.0,32.4,10.5,7.0,San Francisco,17.4
2130,1656,06075011002,711,42.9,0.0,40.5,0.1,0.0,52.5,3.9,3.0,San Francisco,12.3
2131,1490,06075012203,335,22.5,0.3,14.1,10.7,0.0,57.4,15.1,2.1,"San Francisco, South of Market",48.2
2132,2897,06075031402,1056,36.5,0.0,60.6,9.5,0.0,14.3,13.7,2.2,San Francisco,9.6
2133,1140,06075013401,670,58.8,0.4,11.0,0.6,0.0,63.2,12.9,11.7,San Francisco,7.3
2134,1821,06075013402,1014,55.7,0.0,6.3,6.3,0.0,77.4,7.2,2.5,"San Francisco, Richmond District",0.0
